hotel,city,room_type,season,day_of_week,is_holiday,is_weekend,occupancy,demand,booking_lead_time_days,competitor_price,room_price
Royal Residency,Mumbai,Suite,Shoulder,Monday,1,0,73.05,64.87,46,10438.63,13283.7
The Meridian,Bengaluru,Standard,Shoulder,Monday,0,0,26.28,48.05,20,6300.53,5926.56
City View,Hyderabad,Deluxe,Shoulder,Thursday,0,0,31.62,25.72,19,5189.17,5529.43
Grand Palace,Hyderabad,Deluxe,Shoulder,Saturday,0,1,60.49,69.51,25,8945.68,9970.42
Lakeside Inn,Bengaluru,Suite,Shoulder,Monday,0,0,30.42,43.2,8,7481.56,8950.74
Royal Residency,Bengaluru,Suite,High,Sunday,0,1,52.25,69.25,49,11699.83,14669.39
City View,Mumbai,Standard,Shoulder,Friday,0,0,38.36,38.8,75,4818.87,4894.69
Royal Residency,Bengaluru,Executive,Shoulder,Wednesday,0,0,32.26,39.83,42,7090.56,7912.69
City View,Mumbai,Standard,High,Tuesday,0,0,28.35,66.21,69,5459.72,5717.35
City View,Hyderabad,Executive,Shoulder,Monday,0,0,46.29,31.17,6,6000.47,6826.91
Sunrise Hotel,Bengaluru,Executive,Shoulder,Tuesday,0,0,23.22,23.04,53,6415.21,6811.35
Grand Palace,Goa,Standard,Peak,Monday,0,0,47.12,58.1,52,9372.69,9822.5
Royal Residency,Goa,Deluxe,High,Wednesday,0,0,48.86,68.34,50,9091.27,10630.14
Royal Residency,Hyderabad,Standard,High,Saturday,0,1,56.11,70.73,48,6925.47,8043.26
Sunrise Hotel,Mumbai,Standard,High,Friday,0,0,77.13,78.58,42,7188.91,8155.26
Lakeside Inn,Goa,Deluxe,Low,Wednesday,0,0,38.77,44.09,110,4144.0,4433.68
Lakeside Inn,Mumbai,Deluxe,High,Tuesday,0,0,65.09,74.8,10,7735.71,9664.88
Grand Palace,Goa,Executive,Shoulder,Monday,0,0,16.45,35.3,96,9630.44,8629.45
Grand Palace,Goa,Deluxe,Shoulder,Tuesday,0,0,28.41,38.91,55,8133.7,7773.69
The Meridian,Mumbai,Deluxe,Shoulder,Friday,1,0,44.08,53.13,34,9063.18,10122.52
Sunrise Hotel,Jaipur,Suite,Low,Sunday,1,1,56.94,60.94,45,8501.37,10222.87
Lakeside Inn,Goa,Executive,Low,Wednesday,1,0,36.54,49.63,8,6452.76,7600.15
City View,Bengaluru,Standard,Peak,Tuesday,0,0,59.13,60.79,23,7557.0,8237.87
Royal Residency,Hyderabad,Executive,Shoulder,Tuesday,0,0,10.0,22.8,46,7299.12,6681.71
Grand Palace,Jaipur,Standard,Shoulder,Friday,0,0,44.84,53.83,71,5674.61,6212.69
Royal Residency,Mumbai,Suite,Low,Sunday,0,1,50.08,62.27,33,10198.09,10969.41
Royal Residency,Jaipur,Standard,Low,Monday,1,0,21.26,44.41,18,3838.38,2767.21
The Meridian,Delhi,Standard,High,Sunday,0,1,63.73,78.3,26,8933.52,9548.02
Lakeside Inn,Delhi,Standard,Shoulder,Tuesday,1,0,35.72,50.67,24,3500.33,2798.48
Grand Palace,Goa,Deluxe,Shoulder,Friday,0,0,63.74,60.49,24,8888.7,10771.47
Royal Residency,Goa,Standard,Low,Monday,1,0,24.29,34.63,7,4677.08,4782.93
Grand Palace,Bengaluru,Standard,High,Sunday,1,1,68.47,79.23,86,7072.12,8296.76
City View,Hyderabad,Deluxe,Low,Sunday,0,1,30.42,52.11,60,5308.03,5971.05
The Meridian,Jaipur,Executive,Low,Sunday,0,1,49.32,57.26,58,8571.42,9958.16
City View,Delhi,Standard,Shoulder,Saturday,0,1,58.6,76.52,41,5938.74,6687.11
Grand Palace,Goa,Standard,Shoulder,Monday,0,0,27.72,43.27,36,5510.86,5054.3
Grand Palace,Hyderabad,Standard,Low,Sunday,0,1,81.97,65.4,66,4784.93,5610.7
Lakeside Inn,Jaipur,Standard,High,Saturday,0,1,54.63,70.93,50,5127.8,6828.83
Royal Residency,Goa,Suite,High,Wednesday,1,0,68.39,85.99,31,12761.97,15969.56
Royal Residency,Goa,Suite,High,Friday,0,0,69.32,73.54,108,12205.96,15071.77
City View,Delhi,Deluxe,Shoulder,Sunday,0,1,33.59,50.33,59,5999.49,6065.04
The Meridian,Delhi,Standard,Low,Monday,0,0,36.28,39.33,35,6138.7,4776.34
Sunrise Hotel,Goa,Suite,Shoulder,Saturday,0,1,55.79,61.82,34,11082.44,12526.65
Royal Residency,Mumbai,Deluxe,Peak,Saturday,0,1,62.98,73.82,4,11004.29,13774.93
Lakeside Inn,Goa,Suite,High,Wednesday,0,0,76.81,65.67,16,10119.59,13306.7
City View,Hyderabad,Deluxe,High,Thursday,0,0,39.53,58.02,7,7376.4,8424.31
City View,Goa,Suite,Low,Friday,0,0,56.5,50.15,22,9347.27,11259.25
Sunrise Hotel,Bengaluru,Deluxe,Shoulder,Thursday,0,0,39.77,42.75,46,6306.46,6153.79
Lakeside Inn,Bengaluru,Standard,Low,Monday,0,0,38.04,35.3,20,1800.0,1702.58
The Meridian,Bengaluru,Executive,High,Friday,0,0,67.76,78.47,25,12608.45,14652.41
Lakeside Inn,Mumbai,Deluxe,Peak,Wednesday,0,0,81.39,76.35,32,8551.62,10955.42
The Meridian,Mumbai,Deluxe,Peak,Monday,0,0,56.04,72.25,98,11860.87,13504.09
Lakeside Inn,Goa,Standard,Shoulder,Friday,1,0,53.25,58.88,11,5836.29,5698.08
Lakeside Inn,Bengaluru,Deluxe,Shoulder,Friday,0,0,30.77,21.6,16,3901.0,4882.78
Grand Palace,Mumbai,Deluxe,Peak,Thursday,0,0,76.41,100.0,78,12010.94,13731.35
City View,Delhi,Standard,High,Monday,0,0,61.95,63.35,27,5343.45,5883.72
Lakeside Inn,Goa,Standard,Low,Wednesday,0,0,14.18,17.52,21,2750.1,2300.83
Sunrise Hotel,Hyderabad,Deluxe,Shoulder,Wednesday,1,0,44.85,69.76,6,6751.87,7368.86
Lakeside Inn,Jaipur,Suite,Low,Monday,0,0,13.76,34.48,44,6563.6,7083.91
Royal Residency,Goa,Deluxe,Shoulder,Monday,0,0,47.97,59.61,15,7033.42,7765.72
City View,Jaipur,Standard,Shoulder,Saturday,0,1,56.4,56.7,39,4778.36,4972.07
Royal Residency,Bengaluru,Deluxe,High,Tuesday,0,0,12.84,41.01,58,7427.26,8368.53
City View,Jaipur,Standard,Shoulder,Thursday,0,0,41.9,48.66,33,3725.92,3969.52
Royal Residency,Bengaluru,Standard,Low,Monday,0,0,47.98,47.63,76,5055.68,3860.43
Lakeside Inn,Delhi,Standard,Shoulder,Monday,0,0,37.34,61.12,28,4291.21,3326.47
Lakeside Inn,Jaipur,Standard,High,Tuesday,0,0,51.31,70.31,28,5883.08,5190.02
Grand Palace,Goa,Standard,High,Tuesday,0,0,43.16,45.65,80,7352.53,6975.07
Sunrise Hotel,Bengaluru,Standard,Shoulder,Friday,0,0,56.89,59.03,65,6019.51,4941.39
Royal Residency,Goa,Standard,Peak,Sunday,0,1,79.35,77.2,33,9016.91,11113.16
The Meridian,Mumbai,Standard,Peak,Wednesday,0,0,73.75,97.08,80,11086.27,12883.81
Grand Palace,Bengaluru,Deluxe,Low,Thursday,0,0,24.67,40.03,39,6190.09,6147.94
Royal Residency,Jaipur,Deluxe,Low,Friday,0,0,51.0,42.04,23,5698.31,6598.73
Royal Residency,Bengaluru,Standard,High,Monday,0,0,34.67,51.49,77,5970.84,5457.28
Grand Palace,Goa,Suite,High,Tuesday,0,0,51.01,56.02,18,12152.47,13717.93
Lakeside Inn,Delhi,Standard,Peak,Saturday,0,1,81.13,72.32,10,7675.11,9488.5
Royal Residency,Bengaluru,Deluxe,Peak,Wednesday,0,0,80.89,89.47,98,11266.55,12988.13
Lakeside Inn,Jaipur,Standard,High,Friday,1,0,50.77,52.36,15,4296.48,6177.67
Grand Palace,Mumbai,Standard,Shoulder,Saturday,0,1,67.12,66.26,54,6726.88,8203.21
Lakeside Inn,Hyderabad,Deluxe,Low,Wednesday,0,0,51.66,56.6,106,3732.18,4447.57
City View,Delhi,Deluxe,Low,Sunday,0,1,68.79,74.29,22,6021.11,7514.9
The Meridian,Mumbai,Executive,Shoulder,Sunday,1,1,48.74,63.61,31,10526.57,12174.67
Royal Residency,Bengaluru,Deluxe,High,Saturday,0,1,59.67,58.63,53,8587.63,10328.97
Sunrise Hotel,Goa,Executive,High,Tuesday,1,0,60.38,68.6,51,9288.31,11479.63
The Meridian,Goa,Standard,High,Friday,1,0,50.27,79.33,92,10166.49,10746.25
Lakeside Inn,Jaipur,Standard,Shoulder,Friday,0,0,40.3,46.19,13,3392.51,3398.28
Royal Residency,Goa,Standard,High,Sunday,1,1,48.93,86.13,60,8016.57,9519.49
Lakeside Inn,Delhi,Standard,Low,Wednesday,0,0,59.71,64.11,24,3461.97,3359.77
City View,Goa,Deluxe,Shoulder,Saturday,0,1,49.45,63.15,73,7702.24,9269.69
Grand Palace,Jaipur,Deluxe,High,Tuesday,0,0,72.99,65.78,44,9022.67,9890.09
Royal Residency,Hyderabad,Standard,High,Monday,0,0,35.38,37.18,16,5077.63,4209.4
City View,Bengaluru,Executive,Peak,Friday,0,0,60.1,62.03,38,10163.43,12554.84
City View,Bengaluru,Suite,Shoulder,Monday,0,0,21.76,39.33,9,8244.4,9131.82
Royal Residency,Goa,Standard,Shoulder,Tuesday,0,0,21.05,17.32,58,3503.6,2662.68
Lakeside Inn,Mumbai,Standard,Shoulder,Sunday,0,1,25.96,39.47,13,4627.56,4374.52
Sunrise Hotel,Bengaluru,Standard,Shoulder,Friday,0,0,44.72,41.24,42,4946.66,4184.87
City View,Hyderabad,Standard,Peak,Friday,0,0,47.46,71.52,59,7196.32,8609.67
The Meridian,Goa,Standard,High,Saturday,0,1,66.76,80.08,30,9944.05,11988.86
City View,Jaipur,Deluxe,Peak,Monday,0,0,45.92,70.13,37,8149.91,9565.88
Sunrise Hotel,Hyderabad,Standard,Low,Sunday,0,1,49.21,58.47,61,3612.06,3579.34
Lakeside Inn,Goa,Standard,Peak,Saturday,0,1,83.49,77.15,44,7886.75,10642.01
Lakeside Inn,Hyderabad,Executive,Low,Thursday,0,0,44.59,45.59,28,4896.5,5889.46
The Meridian,Bengaluru,Deluxe,Peak,Monday,0,0,64.71,79.31,17,10634.78,13418.35
City View,Jaipur,Executive,Shoulder,Monday,0,0,29.18,65.62,72,6782.96,7593.29
Lakeside Inn,Goa,Standard,Shoulder,Thursday,1,0,32.2,45.8,36,4291.37,4184.46
Sunrise Hotel,Delhi,Standard,Shoulder,Tuesday,0,0,43.3,47.02,20,4622.13,3873.8
Royal Residency,Jaipur,Deluxe,Peak,Tuesday,1,0,71.29,93.17,9,10605.06,12491.52
Grand Palace,Delhi,Standard,Low,Friday,0,0,34.64,24.85,36,3989.3,3309.09
Grand Palace,Hyderabad,Standard,Shoulder,Wednesday,0,0,60.55,72.97,29,5792.49,6150.1
Grand Palace,Mumbai,Deluxe,Peak,Saturday,0,1,92.38,99.51,17,13229.12,15597.13
City View,Jaipur,Deluxe,Shoulder,Wednesday,0,0,19.3,21.04,45,4284.54,4776.46
The Meridian,Hyderabad,Standard,Low,Friday,0,0,38.4,50.2,18,6383.74,6583.59
Lakeside Inn,Delhi,Deluxe,Shoulder,Wednesday,0,0,25.71,37.1,83,4475.74,4192.49
Royal Residency,Bengaluru,Standard,Shoulder,Monday,0,0,22.22,39.44,24,4347.96,3909.9
Sunrise Hotel,Bengaluru,Standard,Peak,Monday,0,0,74.85,77.91,9,7814.41,9942.28
Royal Residency,Mumbai,Standard,High,Thursday,0,0,59.44,77.71,39,7412.68,7790.38
Sunrise Hotel,Jaipur,Standard,Shoulder,Thursday,0,0,36.77,38.48,61,4176.38,3848.13
City View,Jaipur,Standard,Peak,Friday,0,0,49.41,66.67,14,6894.36,8503.78
Grand Palace,Jaipur,Executive,Shoulder,Friday,0,0,30.34,50.21,52,8359.26,9475.46
City View,Hyderabad,Deluxe,Low,Sunday,0,1,57.22,63.01,56,6707.83,6583.8
The Meridian,Mumbai,Deluxe,Shoulder,Friday,0,0,17.87,30.9,36,8871.59,9644.06
The Meridian,Jaipur,Standard,Shoulder,Monday,0,0,52.68,69.13,90,6411.17,6066.56
Sunrise Hotel,Hyderabad,Standard,Low,Wednesday,1,0,23.59,43.99,18,3546.16,3128.95
Lakeside Inn,Bengaluru,Standard,Peak,Saturday,0,1,74.2,96.51,14,9622.1,10773.31
Lakeside Inn,Delhi,Standard,High,Sunday,0,1,65.29,79.32,22,5993.99,7028.14
Sunrise Hotel,Hyderabad,Standard,Shoulder,Sunday,0,1,49.19,63.49,26,5279.23,4748.82
The Meridian,Bengaluru,Suite,High,Sunday,0,1,60.88,64.26,25,13151.6,15352.36
The Meridian,Bengaluru,Deluxe,High,Friday,0,0,33.33,38.87,17,9834.27,10913.59
The Meridian,Delhi,Deluxe,Peak,Friday,0,0,90.49,72.7,24,11959.3,14509.24
City View,Bengaluru,Deluxe,Peak,Monday,0,0,63.9,72.76,33,8638.41,10659.21
The Meridian,Mumbai,Executive,Shoulder,Saturday,0,1,16.75,41.59,54,10573.85,11336.51
Royal Residency,Delhi,Standard,High,Monday,0,0,60.07,75.85,39,6054.44,6358.04
Grand Palace,Bengaluru,Standard,High,Saturday,0,1,58.01,72.28,54,8039.15,9333.57
The Meridian,Goa,Standard,High,Monday,0,0,36.24,51.67,21,9418.82,9064.5
Sunrise Hotel,Hyderabad,Suite,Low,Wednesday,0,0,44.34,53.19,32,8179.3,9895.06
Grand Palace,Bengaluru,Executive,Low,Friday,0,0,37.49,53.56,25,7909.24,9160.64
City View,Mumbai,Standard,Shoulder,Tuesday,0,0,32.0,34.97,11,4132.39,3822.13
Sunrise Hotel,Jaipur,Executive,Shoulder,Tuesday,0,0,31.97,62.27,5,6930.25,7448.25
Grand Palace,Bengaluru,Suite,Low,Friday,0,0,74.09,76.41,20,10873.06,13510.04
Sunrise Hotel,Jaipur,Standard,High,Sunday,1,1,38.12,65.74,49,5571.44,6474.98
City View,Goa,Standard,Low,Friday,0,0,32.16,42.43,38,4985.84,4106.23
Royal Residency,Bengaluru,Standard,High,Friday,0,0,48.2,67.72,34,7176.22,7650.14
City View,Delhi,Executive,Shoulder,Friday,0,0,66.14,76.92,72,7691.47,9508.66
City View,Jaipur,Standard,Peak,Sunday,0,1,57.8,72.73,17,7507.32,8749.71
Sunrise Hotel,Goa,Suite,Shoulder,Saturday,0,1,36.83,41.85,41,11085.43,12579.33
Lakeside Inn,Delhi,Standard,Low,Wednesday,0,0,37.15,31.75,25,1903.11,2087.79
The Meridian,Delhi,Deluxe,High,Tuesday,0,0,73.37,80.1,42,10744.43,11705.38
The Meridian,Delhi,Standard,High,Thursday,0,0,43.9,53.09,59,7996.23,8342.36
Royal Residency,Delhi,Deluxe,Peak,Tuesday,0,0,54.7,61.1,11,9419.92,11083.42
Royal Residency,Bengaluru,Suite,Shoulder,Tuesday,0,0,59.15,48.23,51,9593.29,11570.0
The Meridian,Hyderabad,Suite,Shoulder,Sunday,0,1,56.68,59.32,39,11351.38,13986.17
Lakeside Inn,Bengaluru,Suite,Peak,Monday,0,0,69.22,87.99,22,11898.35,15115.74
The Meridian,Bengaluru,Standard,Low,Friday,0,0,50.73,46.29,4,6514.26,6656.12
Lakeside Inn,Goa,Deluxe,High,Friday,0,0,58.43,66.49,34,8091.9,10229.9
Royal Residency,Goa,Standard,Shoulder,Friday,0,0,26.06,43.53,131,6079.88,5576.34
Grand Palace,Hyderabad,Standard,Low,Monday,0,0,20.12,26.74,8,3522.79,3156.49
Sunrise Hotel,Goa,Deluxe,Shoulder,Sunday,0,1,28.09,52.21,11,8250.79,8101.58
Royal Residency,Mumbai,Standard,Shoulder,Wednesday,0,0,14.77,45.88,40,4927.25,4057.36
Royal Residency,Hyderabad,Deluxe,High,Wednesday,0,0,37.07,56.79,11,7143.39,8049.48
City View,Goa,Executive,Peak,Sunday,0,1,51.33,61.1,54,11442.6,13266.93
City View,Hyderabad,Standard,Shoulder,Thursday,0,0,25.13,29.11,38,2833.94,2383.92
City View,Bengaluru,Deluxe,High,Wednesday,0,0,37.09,62.45,14,6989.72,8212.83
Sunrise Hotel,Bengaluru,Standard,Low,Sunday,0,1,32.02,68.06,18,5056.44,4668.08
City View,Hyderabad,Standard,Shoulder,Wednesday,0,0,70.92,68.55,9,5048.94,5217.6
Lakeside Inn,Mumbai,Standard,Low,Friday,0,0,35.74,42.43,63,4166.73,3419.81
The Meridian,Mumbai,Executive,Peak,Saturday,0,1,75.39,72.96,64,13746.45,16810.36
Grand Palace,Hyderabad,Executive,High,Sunday,0,1,70.57,67.78,71,10130.32,12324.38
Royal Residency,Goa,Executive,High,Tuesday,1,0,53.55,56.35,21,9642.94,11307.03
Lakeside Inn,Jaipur,Executive,High,Wednesday,0,0,61.29,74.03,16,8788.38,10507.08
Grand Palace,Mumbai,Standard,High,Wednesday,1,0,78.02,100.0,35,8653.21,9733.38
Lakeside Inn,Delhi,Standard,Peak,Monday,0,0,59.1,63.3,58,6310.21,7737.9
Lakeside Inn,Bengaluru,Deluxe,High,Thursday,0,0,36.38,46.31,16,6647.06,7614.09
Royal Residency,Hyderabad,Deluxe,Peak,Saturday,1,1,76.1,100.0,14,10827.9,14009.3
The Meridian,Delhi,Standard,Shoulder,Monday,0,0,19.57,49.45,53,6194.03,4800.41
City View,Hyderabad,Standard,Low,Friday,0,0,39.91,49.69,11,3709.64,3722.5
Sunrise Hotel,Bengaluru,Deluxe,Shoulder,Tuesday,0,0,66.1,67.23,40,7372.78,7920.43
The Meridian,Bengaluru,Deluxe,Low,Thursday,0,0,33.81,25.87,27,7243.23,7372.01
Sunrise Hotel,Mumbai,Standard,High,Monday,0,0,36.18,43.48,20,5601.49,5757.74
Royal Residency,Mumbai,Deluxe,Shoulder,Sunday,0,1,34.36,52.74,29,7480.46,8218.06
Royal Residency,Delhi,Deluxe,High,Wednesday,0,0,61.42,63.89,29,8055.94,9709.56
Royal Residency,Hyderabad,Deluxe,Low,Wednesday,0,0,32.67,40.03,42,5433.56,5639.74
Grand Palace,Bengaluru,Standard,Low,Thursday,0,0,61.49,79.45,44,6448.11,6559.04
Sunrise Hotel,Delhi,Deluxe,Shoulder,Wednesday,0,0,18.78,40.66,3,6113.4,5732.12
The Meridian,Jaipur,Standard,Peak,Sunday,0,1,82.78,75.29,76,9489.33,11064.1
The Meridian,Delhi,Standard,Shoulder,Monday,0,0,45.71,46.74,38,6666.51,6230.81
Lakeside Inn,Goa,Suite,Shoulder,Monday,0,0,56.51,58.59,52,9438.84,11231.29
Lakeside Inn,Delhi,Deluxe,High,Wednesday,0,0,34.7,52.84,49,6475.81,7444.98
Lakeside Inn,Goa,Standard,High,Wednesday,0,0,50.77,60.94,72,5319.69,5496.69
Royal Residency,Goa,Deluxe,Shoulder,Friday,0,0,47.56,58.99,64,8310.34,8505.04
The Meridian,Goa,Deluxe,Shoulder,Tuesday,0,0,56.83,59.77,61,9332.58,9977.6
Sunrise Hotel,Jaipur,Suite,Low,Thursday,0,0,53.0,48.05,13,8281.33,9196.58
Royal Residency,Delhi,Deluxe,Peak,Monday,1,0,67.66,100.0,47,10840.97,12975.02
Grand Palace,Delhi,Deluxe,Low,Thursday,0,0,48.89,72.73,5,7989.1,8166.86
Lakeside Inn,Jaipur,Deluxe,Shoulder,Friday,0,0,27.22,25.31,60,4158.47,4378.75
Royal Residency,Bengaluru,Standard,Low,Monday,0,0,12.4,21.31,25,4158.2,2299.85
Royal Residency,Mumbai,Standard,Low,Friday,0,0,54.18,56.14,33,5917.78,5652.15
Grand Palace,Delhi,Standard,High,Friday,0,0,63.6,82.12,40,8345.44,8466.77
City View,Mumbai,Deluxe,Low,Saturday,0,1,30.03,51.85,56,7627.25,7204.4
The Meridian,Hyderabad,Deluxe,Low,Wednesday,0,0,13.54,37.97,77,7321.95,6705.44
Sunrise Hotel,Hyderabad,Standard,Shoulder,Sunday,0,1,40.52,43.52,77,4688.2,3967.32
City View,Jaipur,Standard,Low,Saturday,0,1,36.78,38.65,9,3679.07,3335.64
Lakeside Inn,Hyderabad,Deluxe,Low,Thursday,0,0,59.65,60.91,34,5460.18,6335.99
Royal Residency,Hyderabad,Standard,High,Sunday,0,1,58.76,67.66,11,7190.89,7977.51
Grand Palace,Bengaluru,Deluxe,High,Thursday,0,0,17.55,67.23,18,9579.4,9721.68
Grand Palace,Bengaluru,Standard,Peak,Wednesday,0,0,43.93,47.44,79,7129.96,7780.35
The Meridian,Bengaluru,Deluxe,Peak,Sunday,0,1,64.99,97.03,94,12709.89,14605.85
City View,Hyderabad,Executive,High,Saturday,0,1,47.93,81.23,47,10220.32,12170.96
The Meridian,Jaipur,Standard,Low,Thursday,0,0,10.0,26.17,39,5190.26,3208.78
Royal Residency,Goa,Deluxe,High,Saturday,0,1,42.03,76.63,47,10309.68,11643.13
The Meridian,Goa,Standard,High,Wednesday,0,0,54.5,63.07,74,9285.77,9350.04
Sunrise Hotel,Mumbai,Deluxe,High,Sunday,0,1,47.38,66.7,46,8337.76,10229.0
Grand Palace,Goa,Deluxe,Shoulder,Sunday,1,1,10.0,22.36,12,7736.48,8175.45
Grand Palace,Goa,Standard,Low,Monday,0,0,29.55,35.76,31,5268.6,3864.01
Lakeside Inn,Bengaluru,Deluxe,High,Friday,0,0,44.07,67.23,28,7741.55,9391.61
Lakeside Inn,Bengaluru,Executive,High,Friday,0,0,55.17,55.32,15,8205.69,9333.88
Royal Residency,Hyderabad,Standard,Peak,Saturday,0,1,80.02,79.9,56,8950.35,10843.41
Sunrise Hotel,Mumbai,Standard,Low,Sunday,0,1,60.11,75.95,74,5534.99,5714.53
City View,Delhi,Suite,Low,Thursday,0,0,49.78,43.91,22,7641.27,9904.65
The Meridian,Mumbai,Deluxe,Low,Saturday,0,1,34.78,25.64,10,9152.56,9256.27
Royal Residency,Mumbai,Executive,High,Saturday,0,1,58.58,70.41,21,10100.49,12370.9
Lakeside Inn,Jaipur,Deluxe,Low,Tuesday,0,0,55.38,46.39,36,3619.02,4124.11
The Meridian,Hyderabad,Suite,Low,Sunday,0,1,29.41,43.45,36,10772.26,12356.82
Lakeside Inn,Jaipur,Standard,Peak,Friday,0,0,48.74,83.29,45,6816.15,8821.35
The Meridian,Mumbai,Deluxe,Low,Sunday,0,1,12.77,34.53,52,7306.92,7446.23
City View,Mumbai,Executive,High,Wednesday,0,0,43.4,61.07,76,9443.93,10460.68
Royal Residency,Mumbai,Deluxe,Shoulder,Saturday,0,1,33.52,34.37,61,7919.89,8580.12
The Meridian,Goa,Standard,High,Tuesday,0,0,36.72,58.86,60,8271.5,8888.83
Sunrise Hotel,Jaipur,Standard,High,Tuesday,0,0,53.03,72.91,33,5144.09,5964.88
Grand Palace,Mumbai,Standard,Peak,Friday,0,0,45.51,70.74,12,9077.33,10260.36
Sunrise Hotel,Bengaluru,Standard,Peak,Friday,0,0,50.8,69.92,47,7782.21,8772.99
Sunrise Hotel,Hyderabad,Standard,Low,Friday,0,0,50.65,45.39,51,4799.87,4416.46
Grand Palace,Hyderabad,Deluxe,Low,Wednesday,1,0,47.93,54.09,60,6349.72,6846.36
Sunrise Hotel,Bengaluru,Deluxe,Shoulder,Tuesday,0,0,39.09,54.71,16,6689.27,6778.6
The Meridian,Hyderabad,Standard,High,Thursday,0,0,71.9,72.8,73,8722.7,9431.66
The Meridian,Goa,Deluxe,Peak,Wednesday,0,0,76.44,92.9,43,13796.72,15642.03
The Meridian,Goa,Standard,Shoulder,Monday,0,0,40.16,47.35,13,6925.44,6914.59
Grand Palace,Delhi,Standard,High,Saturday,0,1,52.22,49.75,8,7186.66,7884.96
Sunrise Hotel,Delhi,Standard,Low,Friday,0,0,43.32,57.01,33,4346.76,4008.79
Grand Palace,Delhi,Deluxe,High,Tuesday,0,0,76.32,81.9,38,9508.51,10703.85
The Meridian,Hyderabad,Standard,Peak,Saturday,0,1,90.45,100.0,18,11897.15,13923.2
Sunrise Hotel,Goa,Standard,Shoulder,Sunday,0,1,60.31,75.32,36,7416.62,7086.33
Sunrise Hotel,Goa,Standard,Shoulder,Wednesday,0,0,17.31,38.14,41,4608.97,4020.68
Lakeside Inn,Goa,Suite,Low,Monday,0,0,39.18,47.62,67,8280.34,9049.23
Lakeside Inn,Bengaluru,Standard,High,Sunday,0,1,68.13,69.21,34,6212.42,7079.14
City View,Goa,Deluxe,Shoulder,Wednesday,0,0,40.43,39.31,47,6601.1,6909.47
Royal Residency,Bengaluru,Deluxe,Low,Wednesday,1,0,59.26,51.41,73,6921.18,7396.59
Lakeside Inn,Delhi,Suite,Shoulder,Thursday,0,0,46.76,63.0,32,8406.48,10296.22
Grand Palace,Delhi,Executive,Shoulder,Saturday,0,1,34.65,32.75,21,8017.46,9312.97
Lakeside Inn,Hyderabad,Standard,Shoulder,Thursday,0,0,15.33,30.96,49,3353.09,1527.36
City View,Delhi,Standard,High,Wednesday,0,0,67.68,80.07,58,6288.92,7235.76
Sunrise Hotel,Hyderabad,Executive,Low,Monday,0,0,64.64,65.35,72,7080.41,7395.31
City View,Mumbai,Deluxe,High,Tuesday,0,0,53.15,53.77,25,7649.14,9203.29
Sunrise Hotel,Mumbai,Deluxe,High,Tuesday,0,0,71.64,86.11,27,9531.06,10818.3
Sunrise Hotel,Jaipur,Deluxe,Shoulder,Sunday,0,1,53.62,68.66,53,6413.9,6848.45
Royal Residency,Hyderabad,Deluxe,Low,Saturday,0,1,32.08,51.25,46,6437.57,6885.33
Lakeside Inn,Jaipur,Executive,High,Friday,0,0,21.45,28.91,54,5770.01,7046.16
Grand Palace,Jaipur,Executive,Peak,Friday,0,0,27.61,49.65,46,10505.27,12886.41
Grand Palace,Mumbai,Deluxe,Low,Tuesday,0,0,25.91,35.79,31,7071.7,6565.59
The Meridian,Hyderabad,Standard,Shoulder,Wednesday,0,0,27.56,55.64,31,6518.26,5595.73
Sunrise Hotel,Mumbai,Executive,Low,Wednesday,0,0,32.47,55.68,33,6983.16,7959.49
Grand Palace,Jaipur,Standard,High,Thursday,0,0,54.83,56.47,63,7169.7,7162.28
Royal Residency,Hyderabad,Standard,Low,Saturday,0,1,49.86,51.76,66,4924.01,4923.92
Sunrise Hotel,Jaipur,Executive,Shoulder,Thursday,0,0,33.64,44.55,7,7471.27,7836.66
Royal Residency,Goa,Standard,High,Friday,0,0,49.8,59.94,52,8033.33,8719.33
Grand Palace,Hyderabad,Standard,High,Tuesday,0,0,55.53,65.29,68,6869.87,7009.22
Grand Palace,Hyderabad,Standard,Shoulder,Sunday,0,1,49.36,54.58,37,6436.03,5377.26
The Meridian,Jaipur,Suite,Shoulder,Wednesday,0,0,21.21,21.56,1,9536.03,10527.16
Grand Palace,Goa,Deluxe,High,Tuesday,0,0,35.91,60.09,40,9010.59,10269.58
Sunrise Hotel,Bengaluru,Deluxe,Low,Monday,0,0,12.21,44.68,25,6133.63,5171.04
Sunrise Hotel,Mumbai,Standard,Low,Tuesday,0,0,38.09,58.86,41,4932.04,4606.34
Sunrise Hotel,Jaipur,Suite,Peak,Monday,0,0,48.77,61.36,79,11924.87,13728.39
The Meridian,Hyderabad,Suite,Low,Thursday,0,0,48.84,47.85,46,10721.53,12342.54
The Meridian,Mumbai,Standard,High,Thursday,0,0,60.47,70.88,82,9870.36,9731.95
Grand Palace,Mumbai,Standard,Peak,Friday,0,0,63.5,70.92,17,9402.13,11428.95
City View,Mumbai,Standard,Shoulder,Tuesday,0,0,10.0,20.43,63,3430.26,2603.62
City View,Bengaluru,Executive,Shoulder,Tuesday,0,0,47.79,59.14,55,7080.31,8096.41
The Meridian,Delhi,Deluxe,High,Monday,0,0,60.89,73.46,35,10037.54,11606.96
Grand Palace,Jaipur,Executive,Peak,Thursday,0,0,54.93,76.2,5,10611.93,13790.63
